State Code,State Name,Constituency Code,Constituency Name,Party Code,Party Name,Candidate Code,Candidate Name,Candidate votes,Valid votes in constituency,Total votes in constituency,Victory margin,Vote share,Abbreviation of party name,Party Alliance,Round Number,Winner,Is candidate VIP,Candidate Image,Vote phase,Total votes ignoring nota,Previous party abbreviation (won),Strong Hold Party,District Name(not getting data),Prev election vote share for constituency,Prev election vote share for constituency,Prev election vote share for constituency,Super VIP,Is key fight constituency,Any vip info for gfx,Winning Party abbr,VIP for digital,Region in hindi`
PS06,GUJARAT,06506,Gandhinagar,097,Bhartiya Janta Party,1,L.K Advani,773539,1135495,1135495,483121,68.1234456131946,BJP,NDA,99,Y,NULL,NULL,3,1122718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06507,Ahmedabad East,097,Bhartiya Janta Party,2,Paresh Rawal,633582,985525,985525,326633,64.2887148588672,BJP,NDA,99,Y,1,PARESH_RAWAL_BJP_AHMADABAD_EAST,3,971167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06508,Ahmedabad West,097,Bhartiya Janta Party,2,Dr. Kirit P. Solanki,617104,964610,964610,320311,63.9743896762529,BJP,NDA,99,Y,NULL,NULL,3,948038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06509,Surendranagar,097,Bhartiya Janta Party,3,Fatepara Dev Ajibhai Govindbhai,529003,944677,944677,202907,55.9982343189955,BJP,NDA,99,Y,NULL,NULL,3,933653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06510,Rajkot,097,Bhartiya Janta Party,1,Kundariya Mohanbhai Kalyanjibhai,621524,1057069,1057069,246428,58.7968630270465,BJP,NDA,99,Y,NULL,NULL,3,1038820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06511,Porbandar,097,Bhartiya Janta Party,2,Radadiya Vithalbhai Hansrajibhai,508437,809433,809433,267971,62.8138921765085,BJP,NDA,99,Y,NULL,NULL,3,792990,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06512,Jamnagar,097,Bhartiya Janta Party,2,Poonamben Hematbhai Maadam,484412,852643,852643,175289,56.8129254413331,BJP,NDA,99,Y,NULL,NULL,3,846055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06513,Junagadh,097,Bhartiya Janta Party,1,Chudasama Rajeshbhai Naranbhai,513179,941378,941378,135832,54.5135381180162,BJP,NDA,99,Y,NULL,NULL,3,924356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06514,Amreli,097,Bhartiya Janta Party,1,Kachhadiya Naranbhai Bhikhabhai,436715,808816,808816,156232,53.9942904266354,BJP,NDA,99,Y,NULL,NULL,3,789673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06515,Bhavnagar,097,Bhartiya Janta Party,2,Dr. Bharatiben Dhirubhai Shiyal,549529,1165913,1165913,295488,47.1328931636467,BJP,NDA,99,Y,NULL,NULL,3,1156323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06516,Anand,097,Bhartiya Janta Party,1,Dilip Patel,490829,970894,970894,63426,50.5542823889298,BJP,NDA,99,Y,NULL,NULL,3,954022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06517,Kheda,097,Bhartiya Janta Party,1,Chauhan Devusinh Jesingbhai (Chauhan Devusinh),568235,955906,955906,232901,59.444590321025,BJP,NDA,99,Y,NULL,NULL,3,935573,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06518,Panchmahal,097,Bhartiya Janta Party,2,Chauhan Prabhatsinh Pratapsinh,508274,933461,933461,170596,54.4504221917978,BJP,NDA,99,Y,NULL,NULL,3,907480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06519,Dahod,097,Bhartiya Janta Party,2,Jasvantsinh Sumanbhai Bhabhor,511111,900381,900381,230354,56.7660170905238,BJP,NDA,99,Y,NULL,NULL,3,868076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06520,Vadodara,097,Bhartiya Janta Party,1,Narendra Modi,845464,1161577,1161577,570128,72.7858137809084,BJP,NDA,99,Y,1,NARENDRA_MODI_BJP_VARANASI,3,1143524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06521,Chhota Udaipur,097,Bhartiya Janta Party,2,Ramsinh Rathwa,607916,1100542,1100542,179729,55.2378235107579,BJP,NDA,99,Y,NULL,NULL,3,1071727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06522,Bharuch,097,Bhartiya Janta Party,2,Vasava Mansukhbhai Dhanjibhai,548902,1060211,1060211,153273,51.7728529765745,BJP,NDA,99,Y,NULL,NULL,3,1036596,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06523,Bardoli,097,Bhartiya Janta Party,4,Vasava Parbhubhai Nagarbhai,585193,1118782,1118782,123859,52.3062113028174,BJP,NDA,99,Y,NULL,NULL,3,1100258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06524,Surat,097,Bhartiya Janta Party,2,Darshana Vikram Jardosh,718412,947922,947922,533190,75.7880123174562,BJP,NDA,99,Y,NULL,NULL,3,936986,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06525,Navsari,097,Bhartiya Janta Party,2,C.R .Patil,745615,990503,1014539,500727,73.4929130443354,BJP,NDA,99,Y,NULL,NULL,3,990503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06526,Valsad,097,Bhartiya Janta Party,3,Dr.K.C. Patel,617772,1122203,1122203,208004,55.0498839783141,BJP,NDA,99,Y,NULL,NULL,3,1095597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07501,Ambala,097,Bhartiya Janta Party,1,Rattan Lal Kataria,612121,1218995,1218995,340074,50.2151770801545,BJP,NDA,99,Y,NULL,NULL,6,1211179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07502,Kurukshetra,097,Bhartiya Janta Party,6,Raj Kumar,418112,1132364,1132364,129736,36.9237834090598,BJP,NDA,99,Y,NULL,NULL,6,1129882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07503,Sirsa,160,Indian National Lok Dal,14,Charanjeet Singh,506213,1278863,1278863,115598,39.5830205557432,INDL,OTH,99,Y,1,CHARANJEET_SINGH_INLD_SIRSA,6,1274832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07504,Hisar,160,Indian National Lok Dal,1,Dushyant Chautala,494478,1155875,1155875,31847,42.7795022995546,INDL,OTH,99,Y,1,DUSHYANT_CHAUTALA_INLD_HISSAR,6,1154229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07505,Karnal,097,Bhartiya Janta Party,17,Ashwini Kumar,594817,1193500,1193500,360147,49.8379976221218,BJP,NDA,99,Y,NULL,NULL,6,1190571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07506,Sonipat,097,Bhartiya Janta Party,2,Ramesh Chander,347203,985638,985637,77414,35.2262189566555,BJP,NDA,99,Y,NULL,NULL,6,983235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07507,Rohtak,158,Indian National Congress,8,Deepender Singh,490063,1044331,1044331,170627,46.9259775626908,CONG,UPA,99,Y,NULL,NULL,6,1039399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07508,Bhiwani-Mahendragarh,097,Bhartiya Janta Party,3,Dharambir S/O Bhale Ram,404542,1030131,1030431,129394,39.2594562280675,BJP,NDA,99,Y,NULL,NULL,6,1028137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07509,Gurgaon,097,Bhartiya Janta Party,10,Inderjit Singh,644780,1320619,1320619,274722,48.824037194651,BJP,NDA,99,Y,NULL,NULL,6,1317962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS07,HARYANA,07510,Faridabad,097,Bhartiya Janta Party,8,Krishan Pal,652516,1130726,1130726,466873,57.7076518027782,BJP,NDA,99,Y,NULL,NULL,6,1127392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS08,HIMACHAL PRADESH,08501,Kangra,097,Bhartiya Janta Party,3,Shanta Kumar,456163,799445,799445,170072,57.0598889731139,BJP,NDA,99,Y,1,SHANTA_KUMAR_BJP_KANGRA,7,790741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS08,HIMACHAL PRADESH,08502,Mandi,097,Bhartiya Janta Party,3,Ram Swaroop Sharma,362824,726094,726094,39856,49.9692189038624,BJP,NDA,99,Y,1,RAM_SWAROOP_SHARMA_BJP_MANDI,7,719903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS08,HIMACHAL PRADESH,08503,Hamirpur,097,Bhartiya Janta Party,1,Anurag Singh Thakur,448035,835205,835205,98403,53.6436519852587,BJP,NDA,99,Y,1,ANURAG_SINGH_THAKUR_BJP_HAMIRPUR,7,828732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS08,HIMACHAL PRADESH,08504,Shimla,097,Bhartiya Janta Party,4,Virender Kashyap,385973,737757,737757,84187,52.3170199442093,BJP,NDA,99,Y,1,VIRENDER_KASHYAP_BJP_SHIMLA,7,729969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS09,JAMMU & KASHMIR,09502,Srinagar,181,Jammu Kashmir Peoples Democratic Party,1,Tariq Hameed Karra,157923,312212,312212,42280,50.5818143382883,PDP,NDA,99,Y,NULL,NULL,2,307233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS09,JAMMU & KASHMIR,09503,Anantnag,181,Jammu Kashmir Peoples Democratic Party,3,Mehboob Mufti,200429,375279,375279,65417,53.4078554679173,PDP,NDA,99,Y,NULL,NULL,3,369343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS09,JAMMU & KASHMIR,09505,Udhampur,097,Bhartiya Janta Party,2,Dr. Jitendra Singh,487369,1041759,1041758,60976,46.7832771303152,BJP,NDA,99,Y,NULL,NULL,2,1031281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS09,JAMMU & KASHMIR,09506,Jammu,097,Bhartiya Janta Party,2,Jugal Kishore,619995,1253593,1253593,257280,49.4574000832806,BJP,NDA,99,Y,NULL,NULL,1,1249211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS09,JAMMU & KASHMIR,09501,Baramulla,181,Jammu Kashmir Peoples Democratic Party,4,Muzaffar Hussain Baig,175277,465993,465992,29219,37.6136551407425,PDP,NDA,99,Y,NULL,NULL,1,461425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS09,JAMMU & KASHMIR,09504,Ladakh,097,Bhartiya Janta Party,1,Thupstan Chhewang,31111,118029,118029,36,26.358552910277,BJP,NDA,99,Y,1,THUPSTAN_CHEWANG_BJP_LADAKH,4,116822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10501,Chikkodi,158,Indian National Congress,3,Prakash Babanna Hukkeri,474373,1060814,1060814,3003,44.7177877386726,CONG,UPA,99,Y,NULL,NULL,3,1060814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10502,Belgaum,097,Bhartiya Janta Party,1,Angadi Suresh Channabasappa,554417,1078547,1078547,75860,51.4040172528251,BJP,NDA,99,Y,NULL,NULL,3,1067047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10503,Bagalkot,097,Bhartiya Janta Party,3,Gaddigoudar Parvtagouda Chandanagouda,571548,1079310,1079310,116560,52.9548943724283,BJP,NDA,99,Y,NULL,NULL,3,1068546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10504,Bijapur,097,Bhartiya Janta Party,2,Ramesh Jigajinagi,471757,966757,966757,69819,48.7978377215394,BJP,NDA,99,Y,1,RAMESH_JIGAJINAGI_BJP_BIJAPUR,3,958470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10505,Gulbarga,158,Indian National Congress,2,Mallikarjun Kharge,507194,997634,997634,74734,50.8396357385216,CONG,UPA,99,Y,NULL,NULL,3,987751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10506,Raichur,158,Indian National Congress,2,B.V. Nayak,443659,968889,968889,1499,45.7904406072929,CONG,UPA,99,Y,NULL,NULL,3,955713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10507,Bidar,097,Bhartiya Janta Party,3,Bhagwanth Khuba,459290,959384,959384,92222,47.8733772156121,BJP,NDA,99,Y,NULL,NULL,3,956567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10508,Koppal,097,Bhartiya Janta Party,1,Karadi Sanganna Amarappa,486383,1006508,1006508,32414,48.3237606419813,BJP,NDA,99,Y,NULL,NULL,3,993561,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10509,Bellary,097,Bhartiya Janta Party,3,B. Sreeramulu,534406,1045772,1045772,85144,51.1015296818717,BJP,NDA,99,Y,NULL,NULL,3,1034452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10510,Haveri,097,Bhartiya Janta Party,1,Udasi Shivkumar Chanabasappa,566790,1115969,1115968,87571,50.7890452154137,BJP,NDA,99,Y,NULL,NULL,3,1112163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10511,Dharwad,097,Bhartiya Janta Party,2,Pralhad Joshi,545395,1041226,1041226,113657,52.3800285624556,BJP,NDA,99,Y,NULL,NULL,3,1028289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10512,Uttara Kannada,097,Bhartiya Janta Party,1,Anantkumar Hegde,546939,1001041,1001041,140700,54.6369682790532,BJP,NDA,99,Y,NULL,NULL,3,984761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10513,Davanagere,097,Bhartiya Janta Party,5,G.M. Siddeshwara,518894,1114869,1114869,17607,46.5430050140375,BJP,NDA,99,Y,NULL,NULL,3,1110332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10514,Shimoga,097,Bhartiya Janta Party,4,B.S.Yeddyurappa,606216,1129008,1129008,363305,53.6945232500361,BJP,NDA,99,Y,NULL,NULL,3,1121931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10515,Udupi Chikmagalur,097,Bhartiya Janta Party,5,Shobha Karandlaje,581168,1034109,1034108,181643,56.199878349381,BJP,NDA,99,Y,NULL,NULL,2,1026281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10516,Hassan,185,Janata Dal (Secular),2,H.D.Devegowda,509842,1147173,1147173,100463,44.4433015392608,JD(S),OTH,99,Y,NULL,NULL,2,1139839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10517,Dakshina Kannada,097,Bhartiya Janta Party,2,Nalin Kumar Kateel,642739,1207584,1207474,143709,53.2300047620034,BJP,NDA,99,Y,NULL,NULL,2,1200475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10518,Chitradurga,158,Indian National Congress,1,B.N.Chandrappa,467511,1096499,1096499,101291,42.6366621067031,CONG,UPA,99,Y,NULL,NULL,2,1087604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10519,Tumkur,158,Indian National Congress,5,Muddahanumegowda. S.P.,429868,1101484,1101484,74041,39.026223688929,CONG,UPA,99,Y,NULL,NULL,2,1088550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10520,Mandya,185,Janata Dal (Secular),2,C.S. Puttaraju,524370,1226182,1226182,5518,42.7644160781874,JD(S),OTH,99,Y,NULL,NULL,2,1220161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10521,Mysore,097,Bhartiya Janta Party,3,Prathap Simha,503908,1159594,1159594,31608,43.4555167968127,BJP,NDA,99,Y,1,PRATAP_SIMHA_BJP_MYSORE,2,1150670,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10522,Chamarajanagar,158,Indian National Congress,2,R. Dhruvanarayana,567782,1133029,1133029,141182,50.1118240470243,CONG,UPA,99,Y,NULL,NULL,2,1120332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10523,Bangalore Rural,158,Indian National Congress,4,D.K. Suresh,652723,1458244,1458244,228480,44.7608598006508,CONG,UPA,99,Y,NULL,NULL,2,1448373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10524,Bangalore North,097,Bhartiya Janta Party,4,D.V. Sadananda. Gowda,718326,1356718,1356718,229764,52.9458200261071,BJP,NDA,99,Y,NULL,NULL,2,1344722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10525,Bangalore Central,097,Bhartiya Janta Party,2,P.C. Mohan,557130,1074708,1074708,137500,51.8400795005904,BJP,NDA,99,Y,NULL,NULL,2,1066259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10526,Bangalore South,097,Bhartiya Janta Party,1,Ananthkumar,633816,1113726,1113726,228575,56.9094580628826,BJP,NDA,99,Y,NULL,NULL,2,1106312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10527,Chikkballapur,158,Indian National Congress,4,M.Veerappa Moily,424800,1263274,1263274,9520,33.6268825077675,CONG,UPA,99,Y,NULL,NULL,2,1255592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS10,KARNATAKA,10528,Kolar,158,Indian National Congress,4,K.H. Muniyappa,418926,1127323,1127323,47850,37.161100091899,CONG,UPA,99,Y,NULL,NULL,2,1122225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11501,Kasaragod,121,Communist Party Of India (Marxist),1,P. Karunakaran,384964,974215,974215,6921,39.5152615025826,CPI(M),OTH,99,Y,NULL,NULL,3,968112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11502,Kannur,121,Communist Party Of India (Marxist),3,P. K. Sreemathi Teacher,427622,947153,947153,6566,45.1480962969063,CPI(M),OTH,99,Y,NULL,NULL,3,940127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11503,Vadakara,158,Indian National Congress,1,Mullappally Ramachandran,416479,959342,959342,3306,43.412939897409,CONG,UPA,99,Y,NULL,NULL,3,953235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11504,Wayanad,158,Indian National Congress,3,M. I. Shanavas,377035,915007,915006,20870,41.2056956941313,CONG,UPA,99,Y,NULL,NULL,3,904272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11505,Kozhikode,158,Indian National Congress,2,M. K. Raghavan,397615,943009,943009,16883,42.1644521267007,CONG,UPA,99,Y,NULL,NULL,3,936628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11506,Malappuram,164,Indian Union Muslim Leauge,1,E. Ahamed,437724,853468,853468,194740,51.2876273186255,IUML,UPA,99,Y,NULL,NULL,3,831639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11507,Ponnani,164,Indian Union Muslim Leauge,3,E. T. Mohammed Basheer,378503,871593,871593,25410,43.4265265708575,IUML,UPA,99,Y,NULL,NULL,3,864098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11508,Palakkad,121,Communist Party Of India (Marxist),1,M. B. Rajesh,412897,910322,910322,105300,45.3571973903768,CPI(M),OTH,99,Y,NULL,NULL,3,899031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11509,Alathur,121,Communist Party Of India (Marxist),2,P.K. Biju,411808,927228,927228,37312,44.4127610331428,CPI(M),OTH,99,Y,NULL,NULL,3,905811,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11510,Thrissur,120,Communist Party Of India,1,C. N. Jayadevan,389210,920506,920506,38228,42.2821336502601,CPI,OTH,99,Y,NULL,NULL,3,910456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11511,Chalakudy,352,Independent,11,Innocent,358440,884033,884033,13884,40.5459518525306,IND,OTH,99,Y,NULL,NULL,3,873481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11512,Ernakulam,158,Indian National Congress,2,Prof. K.V. Thomas,353841,850834,850834,87047,41.5874993388847,CONG,UPA,99,Y,NULL,NULL,3,841099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11513,Idukki,354,Independent,10,Adv. Joice George,382019,819767,819766,50542,46.6009244090089,IND,OTH,99,Y,NULL,NULL,3,807429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11514,Kottayam,207,Kerala Congress (M),1,Jose K Mani,424194,831636,831636,120599,51.0071100732651,KEC(M),UPA,99,Y,NULL,NULL,3,817612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11515,Alappuzha,158,Indian National Congress,3,K. C. Venugopal,462525,997464,997464,19407,46.3700480718622,CONG,UPA,99,Y,NULL,NULL,3,986126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11516,Mavelikkara,158,Indian National Congress,4,Kodikunnil Suresh,402432,889061,889061,32737,45.264784683183,CONG,UPA,99,Y,1,KODIKKUNNIL_SURESH_CONG_MAVELIKKARA,3,879601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11517,Pathanamthitta,158,Indian National Congress,1,Anto Antony,358842,871332,871332,56191,41.1831068030248,CONG,UPA,99,Y,1,ANTO_ANTONY_CONG_PATHANAMTHITTA,3,854794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11518,Kollam,344,Revolutionary Socialist Party,4,N. K. Premachandran,408528,879057,879057,37649,46.4733840087912,RSP,UPA,99,Y,NULL,NULL,3,871180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11519,Attingal,121,Communist Party Of India (Marxist),4,Dr. A. Sampath,392478,859350,859350,69378,45.6714427515648,CPI(M),OTH,99,Y,NULL,NULL,3,852426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS11,KERALA,11520,Thiruvananthapuram,158,Indian National Congress,3,Dr. Shashi Tharoor,297806,873385,873385,15470,34.0978673805167,CONG,UPA,99,Y,NULL,NULL,3,870041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS12,MADHYA PRADESH,12501,Morena,097,Bhartiya Janta Party,1,Anoop Mishra,375567,854279,854279,132981,43.9629863744908,BJP,NDA,99,Y,NULL,NULL,6,849487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS12,MADHYA PRADESH,12502,Bhind,097,Bhartiya Janta Party,2,Dr. Bhagirath Prasad,404474,729084,729084,159961,55.4769334165427,BJP,NDA,99,Y,NULL,NULL,6,723512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS12,MADHYA PRADESH,12503,Gwalior,097,Bhartiya Janta Party,4,Narendra Singh Tomar,442796,990912,990912,29699,44.685658579512,BJP,NDA,99,Y,1,NARENDRA_SINGH_TOMAR_BJP_GWALIOR,6,986693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS12,MADHYA PRADESH,12504,Guna,158,Indian National Congress,2,Jyotiraditya M. Scindia,517036,976629,976629,120792,52.9408271300288,CONG,UPA,99,Y,NULL,NULL,6,964148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS12,MADHYA PRADESH,12505,Sagar,097,Bhartiya Janta Party,2,Laxmi Narayan Yadav,482580,891929,891929,120737,54.105142780263,BJP,NDA,99,Y,1,LAXMI_NARAYAN_YADAV_BJP_SAGAR,6,882425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
